,MSOA code,Net annual income (£),Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value,Pop_Per_Hectare,percent_at_or_above_qual_level_4
4362,E02000950,49500.0,4.3,87.7,49.6
4363,E02000951,49100.0,4.1,132.6,58.7
4364,E02000952,45100.0,4.2,109.4,57.8
4365,E02000953,52500.0,2.8,114.0,55.4
4366,E02000954,48800.0,4.4,138.4,50.0
4367,E02000955,43500.0,5.1,116.7,38.3
4368,E02000956,44200.0,5.3,95.1,41.1
4369,E02000957,48500.0,4.3,148.5,45.1
4370,E02000958,45800.0,4.4,97.0,42.5
4371,E02000959,44200.0,6.6,159.6,39.3
4372,E02000960,41700.0,3.4,90.3,51.5
4373,E02000961,44900.0,4.3,138.2,49.5
4374,E02000962,41300.0,3.6,148.5,52.0
4375,E02000963,36500.0,7.3,227.3,28.6
4376,E02000964,39300.0,7.3,268.2,38.2
4377,E02000965,49600.0,4.5,191.8,58.1
4378,E02000966,45900.0,3.2,200.6,61.7
4379,E02000967,50000.0,2.9,70.6,61.3
4380,E02000968,36800.0,7.7,261.5,27.1
4381,E02000969,36100.0,6.9,199.4,30.7
4382,E02000970,48200.0,2.4,101.9,61.8
4383,E02000971,47900.0,3.4,178.4,56.5
4384,E02000972,41700.0,4.2,83.4,53.9
4385,E02000973,50300.0,4.0,211.2,58.8
4386,E02000974,38700.0,4.7,142.1,49.6
4387,E02000975,50500.0,3.7,214.4,65.0
4388,E02000976,45200.0,4.7,242.6,59.1
4389,E02000977,40600.0,3.4,29.3,50.9
4390,E02000978,32600.0,1.5,31.6,47.8
4391,E02000979,43900.0,4.6,74.1,52.8
4392,E02000980,45000.0,5.1,237.9,50.2
4393,E02000981,52400.0,4.0,283.4,62.2
4394,E02000982,41400.0,5.0,142.1,43.7
4395,E02000983,44600.0,4.4,259.6,46.6
4396,E02000002,32200.0,7.7,35.7,18.2
4397,E02000003,37800.0,6.4,51.6,23.5
4398,E02000004,35300.0,6.7,26.4,17.9
4399,E02000005,37800.0,6.6,86.1,17.6
4400,E02000007,33400.0,8.8,58.3,17.6
4401,E02000008,36800.0,7.3,89.0,16.2
4402,E02000009,38400.0,7.6,120.7,19.6
4403,E02000010,34400.0,6.8,82.0,17.4
4404,E02000011,37100.0,6.1,43.8,19.5
4405,E02000012,41800.0,4.9,86.8,24.8
4406,E02000013,33800.0,6.6,68.2,17.1
4407,E02000014,36600.0,7.4,84.0,16.6
4408,E02000015,35700.0,9.3,59.3,18.0
4409,E02000016,40800.0,8.2,112.2,35.9
4410,E02000017,39300.0,6.1,106.5,29.7
4411,E02000018,32600.0,7.7,72.1,18.3
4412,E02000019,34500.0,7.2,30.1,19.9
4413,E02000020,37500.0,7.6,38.1,24.1
4414,E02000021,34600.0,6.7,31.1,20.9
4415,E02000022,40200.0,10.2,111.6,25.1
4416,E02000023,35500.0,8.9,45.8,22.7
4417,E02006799,36100.0,7.7,95.1,19.3
4418,E02000024,46300.0,3.4,29.3,46.2
4419,E02000025,44100.0,4.2,35.2,39.7
4420,E02000026,43200.0,3.6,45.2,39.6
4421,E02000027,37200.0,5.7,58.2,28.4
4422,E02000028,44900.0,3.7,63.4,41.2
4423,E02000029,42600.0,5.1,55.7,35.9
4424,E02000030,41400.0,3.5,6.4,39.3
4425,E02000031,43500.0,3.1,39.9,43.3
4426,E02000032,49400.0,3.3,56.4,37.6
4427,E02000033,41600.0,5.9,50.2,31.4
4428,E02000034,43500.0,4.2,59.5,39.8
4429,E02000035,45700.0,4.0,69.4,46.7
4430,E02000036,45200.0,4.6,64.5,34.8
4431,E02000037,40600.0,4.4,24.0,37.4
4432,E02000038,44000.0,4.4,65.4,40.1
4433,E02000039,45200.0,2.9,34.1,46.4
4434,E02000040,41500.0,5.1,15.9,37.5
4435,E02000041,39800.0,4.3,73.9,34.4
4436,E02000042,43300.0,4.4,100.2,44.2
4437,E02000043,52000.0,3.4,55.8,52.7
4438,E02000044,40800.0,5.8,80.1,30.0
4439,E02000045,44100.0,5.6,62.9,37.8
4440,E02000046,51400.0,4.2,78.2,50.2
4441,E02000047,37600.0,6.0,87.2,25.0
4442,E02000048,43700.0,3.7,34.5,46.2
4443,E02000049,35500.0,7.4,117.9,25.2
4444,E02000050,43300.0,4.7,51.4,41.2
4445,E02000051,43900.0,3.8,66.9,47.5
4446,E02000052,46300.0,4.0,109.2,53.9
4447,E02000053,42400.0,4.4,100.9,34.6
4448,E02000054,46500.0,3.9,50.8,43.1
4449,E02000055,40900.0,3.6,82.4,41.1
4450,E02000056,48300.0,2.6,29.0,56.8
4451,E02000057,44600.0,4.5,74.4,40.4
4452,E02000058,44700.0,3.3,60.4,51.9
4453,E02000059,41600.0,5.6,53.1,30.4
4454,E02000060,39700.0,3.9,100.3,40.0
4455,E02000061,49200.0,3.9,56.6,56.0
4456,E02000062,39100.0,6.3,37.1,29.8
4457,E02000063,43400.0,5.5,74.8,35.7
4458,E02000064,40300.0,5.6,86.2,39.6
4459,E02000065,44800.0,7.7,28.1,31.7
4460,E02000066,36300.0,8.3,64.0,24.2
4461,E02000067,37100.0,6.0,44.4,22.2
4462,E02000068,35600.0,7.1,35.9,23.2
4463,E02000069,36800.0,4.4,46.6,22.3
4464,E02000070,37300.0,3.5,43.5,19.2
4465,E02000071,37900.0,4.0,65.0,17.7
4466,E02000072,35600.0,8.6,29.4,19.7
4467,E02000073,43700.0,3.2,68.3,20.2
4468,E02000074,34800.0,5.9,75.5,15.7
4469,E02000075,41400.0,2.7,53.8,20.1
4470,E02000077,40600.0,3.5,73.8,18.4
4471,E02000078,41400.0,3.1,53.2,20.7
4472,E02000079,37300.0,3.3,52.6,25.5
4473,E02000080,37000.0,4.2,60.1,19.4
4474,E02000081,35000.0,4.1,36.4,19.7
4475,E02000082,42700.0,3.3,61.5,20.3
4476,E02000083,38500.0,4.7,30.5,19.1
4477,E02000084,41500.0,3.2,42.5,24.1
4478,E02000085,37800.0,3.1,49.3,17.1
4479,E02000086,42500.0,2.8,49.1,20.9
4480,E02000087,46900.0,2.7,21.7,29.8
4481,E02000088,42700.0,2.6,39.0,21.7
4482,E02000089,41600.0,3.0,57.8,23.3
4483,E02000090,34600.0,3.3,52.7,27.1
4484,E02000091,38200.0,3.3,36.5,27.3
4485,E02000092,36100.0,5.1,11.3,19.4
4486,E02006785,38800.0,5.0,49.0,18.0
4487,E02000093,43300.0,4.4,80.9,31.1
4488,E02000094,41000.0,4.7,78.9,27.9
4489,E02000095,41500.0,5.3,64.5,32.5
4490,E02000096,49200.0,3.8,45.7,43.6
4491,E02000097,42500.0,5.0,48.6,27.1
4492,E02000098,40300.0,4.9,45.9,36.2
4493,E02000099,46000.0,5.0,69.5,35.8
4494,E02000100,50900.0,3.3,42.4,42.7
4495,E02000101,39500.0,6.3,68.4,32.3
4496,E02000102,39300.0,7.2,55.3,21.3
4497,E02000103,38700.0,6.1,52.0,27.1
4498,E02000104,40700.0,5.1,65.7,34.9
4499,E02000105,40000.0,5.1,71.0,34.7
4500,E02000106,39100.0,6.8,79.4,25.6
4501,E02000107,42300.0,5.6,120.8,40.2
4502,E02000108,43100.0,5.0,81.9,31.9
4503,E02000109,45700.0,5.8,66.4,33.7
4504,E02000110,45500.0,5.3,107.9,41.2
4505,E02000111,40200.0,4.8,95.7,30.3
4506,E02000112,43500.0,5.4,82.7,28.5
4507,E02000113,34600.0,8.4,66.2,18.9
4508,E02000114,43800.0,5.8,165.5,39.3
4509,E02000115,45400.0,5.2,103.8,51.2
4510,E02000116,37800.0,6.9,85.6,27.2
4511,E02000117,34400.0,9.1,146.4,20.3
4512,E02000118,41300.0,5.2,83.8,24.3
4513,E02000119,33000.0,8.8,35.0,22.6
4514,E02000120,45100.0,5.0,182.1,49.0
4515,E02000121,41500.0,4.7,77.1,28.8
4516,E02000122,46100.0,4.4,65.0,43.6
4517,E02000123,35000.0,8.3,153.7,25.0
4518,E02000124,43400.0,4.7,92.3,49.9
4519,E02000125,41900.0,5.1,136.5,41.0
4520,E02000126,34700.0,9.9,181.0,27.9
4521,E02000127,36500.0,6.3,42.5,20.6
4522,E02000128,42000.0,3.3,30.8,31.6
4523,E02000130,43000.0,5.4,58.0,41.8
4524,E02000131,48000.0,6.3,59.6,42.9
4525,E02000132,41300.0,4.5,58.6,43.4
4526,E02000133,43300.0,2.4,17.7,46.0
4527,E02000134,43000.0,4.4,61.7,40.1
4528,E02000135,37100.0,8.2,91.1,26.8
4529,E02000136,37300.0,3.8,12.6,26.7
4530,E02000137,41400.0,2.9,45.6,42.0
4531,E02000138,47000.0,2.5,41.1,46.6
4532,E02000139,44900.0,3.7,51.1,41.3
4533,E02000140,34200.0,6.2,46.4,15.4
4534,E02000141,45300.0,5.7,79.7,33.4
4535,E02000142,45200.0,3.0,49.7,39.1
4536,E02000144,46800.0,3.9,49.7,44.3
4537,E02000145,32600.0,6.4,8.1,18.1
4538,E02000146,45300.0,3.4,52.8,34.8
4539,E02000147,44600.0,2.7,36.9,42.8
4540,E02000148,47600.0,2.7,24.0,37.0
4541,E02000149,36000.0,5.0,43.2,20.8
4542,E02000150,42200.0,2.9,28.2,30.7
4543,E02000151,54000.0,2.3,36.4,35.5
4544,E02000152,38700.0,5.6,30.8,22.5
4545,E02000153,44700.0,2.3,35.2,30.1
4546,E02000154,45000.0,3.2,40.8,34.0
4547,E02000155,39800.0,3.9,38.4,21.0
4548,E02000156,42200.0,2.5,31.8,32.6
4549,E02000157,48500.0,2.4,33.8,33.7
4550,E02000158,42200.0,4.6,36.2,26.1
4551,E02000159,50100.0,2.5,11.8,31.6
4552,E02000160,49600.0,3.0,9.5,31.2
4553,E02000161,46200.0,2.6,51.2,33.2
4554,E02000162,38700.0,3.1,5.5,26.8
4555,E02000163,41400.0,2.6,6.9,33.1
4556,E02000165,52900.0,3.3,12.3,22.3
4557,E02006782,40900.0,4.7,30.6,28.1
4558,E02006787,42000.0,3.6,53.8,35.7
4559,E02006789,38300.0,3.0,2.9,25.5
4560,E02000194,44300.0,6.5,67.6,43.3
4561,E02000195,46100.0,4.6,50.8,36.4
4562,E02000196,45100.0,6.3,66.0,31.1
4563,E02000197,38500.0,5.4,96.6,32.3
4564,E02000198,37000.0,7.3,98.0,28.2
4565,E02000199,39200.0,7.1,97.5,30.2
4566,E02000200,39700.0,7.5,70.9,34.3
4567,E02000201,37400.0,8.6,107.7,28.8
4568,E02000202,39800.0,6.0,115.4,29.2
4569,E02000203,36400.0,6.6,102.6,28.6
4570,E02000204,38800.0,5.9,88.5,28.2
4571,E02000206,36000.0,7.9,69.9,27.8
4572,E02000207,40900.0,7.5,73.8,26.9
4573,E02000208,38100.0,6.8,124.5,27.7
4574,E02000209,38200.0,6.2,88.1,25.6
4575,E02000210,43500.0,5.6,109.8,31.0
4576,E02000211,44500.0,3.6,48.2,27.8
4577,E02000212,37200.0,6.4,75.0,26.0
4578,E02000213,38900.0,7.8,107.9,31.5
4579,E02000214,47200.0,3.7,60.6,32.9
4580,E02000215,42500.0,5.6,114.7,41.5
4581,E02000216,45600.0,4.1,31.7,54.3
4582,E02000217,41600.0,5.9,85.3,33.0
4583,E02000218,37000.0,5.8,59.6,25.3
4584,E02000219,47900.0,2.9,13.2,33.0
4585,E02000220,43400.0,5.7,85.2,40.1
4586,E02000221,37300.0,5.4,38.6,28.1
4587,E02000222,48500.0,4.5,44.7,43.8
4588,E02000223,32300.0,9.1,89.8,12.8
4589,E02000224,48600.0,4.7,62.6,37.7
4590,E02000225,35300.0,6.4,46.6,13.8
4591,E02000226,45900.0,3.0,22.9,34.2
4592,E02000227,39600.0,4.0,25.0,25.4
4593,E02000228,48700.0,2.6,24.8,42.3
4594,E02000229,32400.0,7.6,51.4,11.1
4595,E02000230,43700.0,3.6,40.3,40.8
4596,E02000231,50600.0,3.0,22.7,42.9
4597,E02000232,43000.0,3.3,14.4,26.7
4598,E02000233,43700.0,4.7,41.1,34.4
4599,E02000234,42000.0,4.4,28.1,34.0
4600,E02000235,46800.0,3.9,13.2,35.9
4601,E02000236,44000.0,3.3,22.4,31.9
4602,E02000237,40200.0,4.0,15.5,27.6
4603,E02006788,36400.0,6.3,55.2,24.8
4604,E02000238,46700.0,5.0,61.8,27.3
4605,E02000239,47700.0,4.7,37.5,33.0
4606,E02000240,37700.0,6.2,58.8,23.4
4607,E02000241,45900.0,4.6,51.3,30.4
4608,E02000242,46200.0,5.0,77.2,29.5
4609,E02000243,48500.0,5.3,29.8,29.1
4610,E02000244,49200.0,4.1,41.7,33.0
4611,E02000245,35700.0,7.7,51.0,22.7
4612,E02000246,37500.0,7.2,42.2,20.2
4613,E02000247,38100.0,6.1,75.1,25.9
4614,E02000248,49700.0,4.6,44.5,43.5
4615,E02000249,42400.0,5.4,58.5,27.5
4616,E02000250,52000.0,3.0,63.1,59.3
4617,E02000251,42900.0,5.4,79.0,26.3
4618,E02000252,43900.0,6.2,35.8,36.1
4619,E02000253,37300.0,6.0,80.6,26.2
4620,E02000254,43300.0,5.3,80.7,24.7
4621,E02000255,50900.0,4.9,60.0,46.0
4622,E02000256,50900.0,3.9,79.1,57.2
4623,E02000257,52700.0,3.9,66.2,57.9
4624,E02000258,46200.0,4.8,67.5,40.6
4625,E02000259,49800.0,3.9,47.4,41.9
4626,E02000260,42100.0,5.7,85.9,26.4
4627,E02000261,43800.0,5.1,90.7,38.7
4628,E02000262,43600.0,5.2,126.0,42.2
4629,E02000263,39100.0,6.0,96.2,22.0
4630,E02000264,46200.0,3.8,58.7,51.8
4631,E02000265,47000.0,5.4,105.3,43.1
4632,E02000266,40500.0,8.1,29.6,23.6
4633,E02000267,48400.0,4.7,96.9,41.9
4634,E02000268,49800.0,5.0,67.5,50.5
4635,E02000269,61900.0,3.1,90.6,57.8
4636,E02000270,39600.0,6.9,97.7,32.5
4637,E02000271,61600.0,3.0,92.2,60.7
4638,E02000272,52800.0,3.7,54.0,48.4
4639,E02000274,41100.0,6.8,98.6,21.0
4640,E02000275,39900.0,6.7,63.7,27.2
4641,E02000276,54900.0,3.1,77.6,55.1
4642,E02006791,53900.0,3.8,100.0,55.0
4643,E02000277,36500.0,6.5,73.1,19.9
4644,E02000278,32500.0,7.6,74.8,17.4
4645,E02000279,34700.0,7.9,50.0,25.4
4646,E02000280,38200.0,4.6,5.5,30.4
4647,E02000281,33500.0,6.4,49.1,24.3
4648,E02000282,31800.0,8.5,79.6,16.7
4649,E02000283,36600.0,6.9,77.5,19.0
4650,E02000284,40500.0,4.5,67.4,36.7
4651,E02000285,46600.0,3.9,65.3,28.7
4652,E02000286,38200.0,3.5,41.5,38.5
4653,E02000287,37300.0,3.3,8.1,36.6
4654,E02000288,36600.0,7.0,53.6,21.4
4655,E02000289,47500.0,3.7,19.4,34.8
4656,E02000290,32100.0,8.4,14.2,19.8
4657,E02000291,38900.0,5.8,88.6,31.8
4658,E02000292,41800.0,5.2,52.3,27.7
4659,E02000293,48200.0,3.3,30.0,39.6
4660,E02000294,34600.0,5.9,62.8,20.0
4661,E02000295,48200.0,4.8,55.8,38.9
4662,E02000296,39400.0,5.1,58.0,36.6
4663,E02000297,43500.0,3.3,59.4,33.6
4664,E02000298,49700.0,3.0,40.3,44.8
4665,E02000299,33700.0,6.9,114.6,20.3
4666,E02000300,34700.0,6.9,116.3,22.8
4667,E02000301,32100.0,7.9,60.5,19.4
4668,E02000302,43200.0,5.0,54.5,29.5
4669,E02000303,32700.0,8.0,73.7,19.2
4670,E02000304,49700.0,3.3,47.7,46.4
4671,E02000305,47700.0,4.3,93.1,43.6
4672,E02000306,30800.0,9.5,44.1,19.1
4673,E02000307,35500.0,6.6,91.8,23.7
4674,E02000308,43500.0,5.3,73.2,35.9
4675,E02000309,33600.0,7.6,75.9,21.5
4676,E02000311,37700.0,6.3,76.4,26.9
4677,E02000312,46200.0,5.0,88.6,40.2
4678,E02006793,33500.0,8.0,103.1,20.0
4679,E02000313,39700.0,8.1,103.2,26.1
4680,E02000314,42500.0,7.2,50.5,35.6
4681,E02000315,33300.0,8.3,81.3,23.0
4682,E02000316,47000.0,6.7,77.1,41.3
4683,E02000317,37500.0,9.3,131.6,26.6
4684,E02000318,38900.0,7.7,94.9,25.8
4685,E02000319,43800.0,8.4,128.4,31.0
4686,E02000320,40500.0,6.6,50.1,25.7
4687,E02000321,39200.0,8.3,124.0,25.0
4688,E02000323,37900.0,8.7,148.7,27.8
4689,E02000324,37600.0,6.7,61.3,29.6
4690,E02000326,46700.0,4.9,102.1,44.8
4691,E02000327,38600.0,8.3,38.4,24.9
4692,E02000328,45300.0,4.1,78.1,54.3
4693,E02000329,40000.0,6.3,35.8,24.8
4694,E02000331,42500.0,5.4,83.0,32.2
4695,E02000332,48500.0,5.6,38.3,36.7
4696,E02000333,46400.0,3.0,51.9,60.8
4697,E02000334,40000.0,5.1,47.7,29.2
4698,E02000335,42500.0,3.7,53.1,27.6
4699,E02000337,39300.0,6.2,59.6,21.3
4700,E02000339,42000.0,4.0,50.3,36.4
4701,E02000340,43800.0,4.2,20.0,29.8
4702,E02000341,37100.0,7.0,45.6,18.3
4703,E02000342,35100.0,4.2,45.7,20.4
4704,E02000343,38700.0,5.3,55.0,22.6
4705,E02000344,40200.0,3.7,50.7,24.2
4706,E02006786,42000.0,7.6,60.5,24.4
4707,E02006927,40800.0,5.3,40.2,37.1
4708,E02006928,43300.0,5.8,219.1,43.0
4709,E02006929,48700.0,4.9,47.5,46.3
4710,E02006930,51200.0,4.1,102.7,52.9
4711,E02006931,49300.0,4.1,48.7,55.4
4712,E02000433,39800.0,2.9,13.1,39.4
4713,E02000434,45400.0,3.8,49.0,41.3
4714,E02000435,40300.0,4.5,43.4,33.2
4715,E02000436,48700.0,2.5,11.8,44.1
4716,E02000437,46200.0,4.3,61.3,33.2
4717,E02000438,42100.0,5.8,44.8,35.4
4718,E02000439,43100.0,5.2,85.3,29.9
4719,E02000440,51300.0,3.9,63.9,36.1
4720,E02000441,44600.0,4.1,30.5,39.8
4721,E02000442,49200.0,4.6,79.8,28.7
4722,E02000443,40100.0,6.3,104.9,27.5
4723,E02000444,49700.0,4.4,81.0,32.9
4724,E02000445,41900.0,6.1,88.9,31.0
4725,E02000447,51500.0,4.4,33.7,39.5
4726,E02000448,51500.0,3.1,40.8,51.3
4727,E02000449,44600.0,5.1,90.4,26.4
4728,E02000451,52200.0,3.1,41.6,45.5
4729,E02000452,49500.0,5.1,76.3,42.0
4730,E02000453,48900.0,4.2,79.4,44.8
4731,E02000454,57800.0,3.1,45.2,46.7
4732,E02000455,47000.0,4.8,77.2,48.1
4733,E02000456,46200.0,4.3,78.7,42.3
4734,E02000457,51900.0,3.9,57.0,40.5
4735,E02000459,45500.0,5.3,77.0,34.8
4736,E02000460,39600.0,5.7,78.5,28.9
4737,E02000461,51500.0,3.4,28.1,47.7
4738,E02000462,47100.0,5.0,68.1,30.4
4739,E02000463,41400.0,5.5,89.8,25.6
4740,E02006795,47400.0,4.1,83.2,35.6
4741,E02006882,46400.0,4.3,66.8,33.4
4742,E02000464,33100.0,6.2,13.2,12.6
4743,E02000465,36300.0,6.9,33.4,13.8
4744,E02000466,34600.0,5.3,14.2,14.9
4745,E02000467,32000.0,9.0,82.6,13.2
4746,E02000468,38600.0,4.6,20.4,15.0
4747,E02000469,35200.0,6.5,42.6,14.6
4748,E02000470,36100.0,3.9,13.5,22.4
4749,E02000471,37900.0,3.0,35.4,19.0
4750,E02000472,38800.0,3.7,59.9,18.2
4751,E02000473,40200.0,2.9,36.4,20.9
4752,E02000474,33700.0,4.9,41.4,18.4
4753,E02000475,38400.0,3.3,35.4,26.6
4754,E02000476,36900.0,5.9,65.3,26.5
4755,E02000477,39500.0,2.8,54.6,22.7
4756,E02000478,39200.0,2.3,23.5,28.3
4757,E02000479,38600.0,5.3,68.7,24.5
4758,E02000480,37700.0,5.5,37.7,20.8
4759,E02000481,35000.0,3.4,6.6,18.8
4760,E02000482,46500.0,1.8,23.0,29.0
4761,E02000483,34600.0,4.1,49.8,18.3
4762,E02000484,41700.0,3.8,45.1,18.5
4763,E02000485,40700.0,3.5,41.2,22.8
4764,E02000486,37700.0,3.4,59.2,18.7
4765,E02000487,44100.0,2.4,6.0,28.8
4766,E02000488,37200.0,3.1,39.8,17.5
4767,E02000489,37400.0,4.9,33.1,17.8
4768,E02000490,36000.0,4.3,39.1,13.1
4769,E02000491,36400.0,6.4,20.5,14.4
4770,E02000492,38600.0,3.2,4.6,14.0
4771,E02000493,35700.0,6.5,53.0,15.8
4772,E02000494,46700.0,2.7,12.4,48.2
4773,E02000495,45000.0,3.9,38.2,40.2
4774,E02000496,42100.0,3.8,5.0,25.0
4775,E02000497,46000.0,3.4,34.4,34.2
4776,E02000498,40800.0,3.0,19.6,30.3
4777,E02000499,48000.0,3.0,47.5,36.5
4778,E02000500,48900.0,2.6,28.6,38.3
4779,E02000501,49700.0,3.4,58.5,31.2
4780,E02000502,45200.0,3.0,20.6,31.7
4781,E02000503,47100.0,2.6,66.1,27.4
4782,E02000504,52100.0,2.6,24.4,35.8
4783,E02000506,52100.0,2.4,14.4,37.5
4784,E02000507,44100.0,3.8,30.7,25.2
4785,E02000508,34200.0,2.8,42.8,28.4
4786,E02000509,34700.0,3.2,60.5,30.5
4787,E02000510,43900.0,3.9,42.7,29.2
4788,E02000511,41000.0,4.2,41.8,21.1
4789,E02000512,40200.0,5.4,62.7,22.4
4790,E02000513,40100.0,6.9,68.3,21.9
4791,E02000514,43800.0,5.5,89.4,23.2
4792,E02000515,43500.0,5.0,38.4,25.5
4793,E02000516,45900.0,5.5,55.5,27.5
4794,E02000517,37000.0,5.6,65.5,20.1
4795,E02000518,39300.0,5.1,35.2,19.6
4796,E02000519,37000.0,6.4,50.9,21.6
4797,E02000520,41800.0,6.5,31.7,22.7
4798,E02000521,39800.0,5.8,53.6,21.3
4799,E02000522,43000.0,4.8,61.3,24.6
4800,E02000523,46300.0,5.7,70.8,24.7
4801,E02000524,42800.0,4.9,4.0,24.2
4802,E02000525,42700.0,5.2,25.2,24.3
4803,E02006796,46600.0,4.5,21.5,26.6
4804,E02000526,55900.0,3.1,92.1,59.8
4805,E02000528,44600.0,5.6,53.3,34.7
4806,E02000529,43000.0,5.7,75.8,29.0
4807,E02000530,39000.0,6.8,26.9,18.8
4808,E02000531,40300.0,3.9,41.0,37.5
4809,E02000532,48200.0,3.8,39.4,52.1
4810,E02000533,47700.0,3.0,79.3,55.3
4811,E02000534,58100.0,4.1,16.5,45.6
4812,E02000535,43200.0,5.2,59.9,31.1
4813,E02000536,44500.0,4.5,58.1,34.1
4814,E02000537,47700.0,3.9,47.5,45.5
4815,E02000538,39700.0,5.0,40.9,26.7
4816,E02000539,46400.0,4.3,66.6,38.5
4817,E02000540,45600.0,4.8,87.9,38.6
4818,E02000541,40900.0,5.1,91.6,29.2
4819,E02000542,41500.0,5.1,111.3,34.7
4820,E02000543,48600.0,4.7,119.3,42.6
4821,E02000544,47700.0,4.2,59.0,30.8
4822,E02000545,42200.0,4.9,66.2,32.6
4823,E02000546,42900.0,5.4,39.5,33.1
4824,E02000547,41000.0,4.1,30.5,21.9
4825,E02000548,39600.0,5.3,28.4,18.8
4826,E02000549,39500.0,4.5,47.0,21.4
4827,E02000550,43000.0,5.3,117.1,26.0
4828,E02000551,39100.0,6.0,42.8,18.7
4829,E02000552,43900.0,4.0,29.9,23.1
4830,E02000553,38700.0,4.6,28.6,21.4
4831,E02006792,47800.0,3.3,61.0,56.0
4832,E02000598,53600.0,2.7,61.6,49.8
4833,E02000599,46100.0,2.0,20.3,46.4
4834,E02000600,52900.0,3.4,86.4,49.9
4835,E02000601,47000.0,3.1,121.9,54.6
4836,E02000602,40800.0,4.1,107.6,38.7
4837,E02000603,43000.0,5.2,66.6,32.9
4838,E02000604,52700.0,3.3,60.9,45.0
4839,E02000605,46700.0,3.1,58.0,43.5
4840,E02000606,52000.0,2.7,74.6,52.0
4841,E02000607,51700.0,2.5,55.6,43.4
4842,E02000608,49900.0,3.4,92.2,51.1
4843,E02000609,45400.0,3.3,52.2,35.4
4844,E02000610,48200.0,3.2,72.7,50.5
4845,E02000611,52600.0,2.9,40.9,39.7
4846,E02000612,48500.0,2.7,43.4,36.5
4847,E02000613,48400.0,3.2,69.2,46.5
4848,E02000614,46800.0,3.7,30.7,27.5
4849,E02000615,46200.0,3.0,47.2,26.3
4850,E02000616,44600.0,2.9,45.8,23.5
4851,E02000617,41600.0,3.7,12.6,24.2
4852,E02000689,54400.0,2.5,42.7,60.4
4853,E02000690,49500.0,2.0,10.3,60.6
4854,E02000691,59900.0,2.7,80.8,60.6
4855,E02000692,53700.0,2.5,68.4,66.9
4856,E02000693,54900.0,3.4,89.6,49.0
4857,E02000694,53500.0,2.8,118.0,58.2
4858,E02000695,43300.0,4.6,104.0,31.5
4859,E02000696,44000.0,5.5,107.9,34.1
4860,E02000697,60900.0,2.8,76.9,64.1
4861,E02000698,51900.0,2.3,45.6,58.8
4862,E02000699,56000.0,2.9,89.1,58.1
4863,E02000700,40900.0,5.9,91.8,30.3
4864,E02000701,38600.0,5.0,88.3,26.6
4865,E02000702,44300.0,6.7,55.9,25.0
4866,E02000703,52400.0,2.9,54.1,49.8
4867,E02000704,49800.0,3.2,49.7,45.4
4868,E02000705,43400.0,5.0,68.4,27.2
4869,E02000706,37500.0,6.6,103.8,22.9
4870,E02000707,42100.0,6.8,64.3,22.9
4871,E02000708,49700.0,3.4,51.5,41.7
4872,E02000709,50900.0,3.1,44.7,34.0
4873,E02000710,37100.0,5.0,26.5,26.8
4874,E02000711,39600.0,5.7,66.6,26.3
4875,E02000712,39100.0,4.7,53.1,22.5
4876,E02000713,46100.0,3.1,48.4,22.8
4877,E02000751,42800.0,2.7,34.7,41.6
4878,E02000752,36000.0,6.2,15.6,18.3
4879,E02000753,36800.0,5.6,87.0,22.7
4880,E02000754,44300.0,4.4,54.5,32.4
4881,E02000755,41400.0,4.9,41.4,26.8
4882,E02000756,41300.0,4.6,38.1,25.5
4883,E02000757,51700.0,3.6,85.4,46.3
4884,E02000758,38100.0,5.3,54.4,27.1
4885,E02000759,42600.0,4.9,56.9,37.0
4886,E02000760,34700.0,5.3,68.7,26.0
4887,E02000762,39900.0,4.7,82.9,34.7
4888,E02000763,42000.0,5.2,9.8,30.8
4889,E02000764,44300.0,3.3,62.7,50.1
4890,E02000765,44300.0,4.7,94.3,35.6
4891,E02000767,38600.0,5.1,95.3,33.1
4892,E02000768,51900.0,3.2,34.2,47.4
4893,E02000769,36900.0,5.7,104.5,28.5
4894,E02000770,40900.0,5.1,69.3,32.9
4895,E02000772,41100.0,6.2,63.7,33.0
4896,E02000773,43100.0,5.9,105.9,33.8
4897,E02000774,41600.0,6.6,111.6,30.3
4898,E02000776,42700.0,6.2,117.6,36.8
4899,E02000777,47100.0,3.8,17.4,43.3
4900,E02000779,41900.0,7.9,98.9,37.0
4901,E02000780,40600.0,6.6,136.8,32.4
4902,E02000781,40200.0,5.6,80.1,29.9
4903,E02000782,35900.0,8.3,151.8,32.5
4904,E02000783,34200.0,7.8,137.2,29.3
4905,E02006800,40100.0,6.5,88.1,31.4
4906,E02006924,39300.0,5.3,56.9,37.2
4907,E02006925,43300.0,4.4,56.9,34.0
4908,E02000784,50300.0,3.2,38.0,57.5
4909,E02000785,53300.0,2.8,24.4,66.5
4910,E02000786,48700.0,3.3,62.2,57.6
4911,E02000787,47500.0,3.8,68.0,55.0
4912,E02000788,52100.0,2.4,84.0,60.0
4913,E02000789,46900.0,2.6,35.6,62.0
4914,E02000790,63700.0,2.1,83.4,66.3
4915,E02000791,52300.0,2.3,63.4,65.6
4916,E02000792,63400.0,2.8,58.1,64.6
4917,E02000793,44700.0,3.5,62.5,36.4
4918,E02000794,57100.0,2.8,47.7,53.5
