,MSOA,yj_Bus_stops,yj_Train_stations,yj_metro_stations,yj_HH_owning_cars_perc,yj_work_from_home_perc,yj_underground_metro_perc,yj_train_perc,yj_bus_perc,yj_taxi_perc,yj_motorcycle_perc,yj_bicycle_perc,yj_on_foot_perc,yj_other_perc,yj_avg_time_car,yj_avg_time_bus,yj_avg_time_rail,yj_car_perc,label
2097,E02002156,0.11722106267283253,-0.5795372077311381,-0.2832984747187976,-0.3879784417972009,-1.260305001098908,0.4004298647487802,-0.4465051367829109,0.6577077176599054,0.5265150951404858,-0.4383981692324242,0.02001464298402842,0.2586702644678391,-1.0053968243930111,-1.018432326675715,-0.7985619148276323,-0.4484528095628687,0.6607709727263387,0
2098,E02002157,0.1681773033550762,-0.5795372077311381,-0.2832984747187976,0.4389253837137189,0.2127152904099803,0.9770199260257488,0.19069934375122172,0.5015833545490426,0.3076287118853978,-0.5301608188851056,-0.20192977168636705,-0.9940858168501491,-0.6981922228883616,-0.392339269070232,-0.15669069898201266,-0.522202461734669,0.6733964974947317,0
2099,E02002158,-0.27137585426983285,-0.5795372077311381,-0.2832984747187976,-0.7605113537761629,-1.3454606474823503,0.4113136659675215,-0.6846098743731358,1.0967991975332665,0.3094711290853754,-0.3803926511282872,0.323100311634412,-0.2867157565592388,-1.8996240043269748,-1.7924604873821306,-1.388263059561313,-0.3306987195129748,0.5194754643737208,0
2100,E02002159,-1.046177473082034,-0.5795372077311381,-0.2832984747187976,-1.1669438893469375,-1.1501513064850863,1.1187537044029472,0.17498545606634214,1.2464494073040684,1.5019044595112998,-0.047029371183733085,0.3227370726069517,0.5476632127862353,-0.1470755074799653,-1.0574367187908051,0.03676412932879805,-0.7090054262804314,-0.3203102865414509,0
2101,E02002160,0.11722106267283253,-0.5795372077311381,-0.2832984747187976,-0.21102114613978698,-0.8485587569235359,0.7367790918165025,-0.18511370237922445,0.5081304877699349,0.6276563936394606,-1.0993367109739092,0.04701866654446205,0.43438210801679855,-0.8258970643638562,-1.5099749531576805,-1.0019021282053242,-0.5044980803201654,0.5233466825756694,0
2102,E02002161,0.11722106267283253,-0.5795372077311381,-0.2832984747187976,-1.1234486692134105,-1.0297216816088492,0.9333988101431654,0.23761686002672375,1.2429271086399294,1.371239030404098,-0.8979199741807138,-0.017913481385143874,0.3302031200213698,0.2422332719015401,-0.7038198276723381,0.04420841027102044,-0.6102629565658356,-0.16319392106816666,0
2103,E02002162,0.454660452914317,-0.5795372077311381,-0.2832984747187976,0.2040280812670924,0.4207053218446618,0.4477260552052088,0.3752039001943986,0.4231657882046032,0.4597813999464409,-1.2604383344314904,-0.21196512106702453,-0.8578651309228807,-1.6236614528749609,-0.5585891441175272,-0.8236867371568654,-0.4496120234020925,0.6137063541532602,0
2104,E02002163,0.21814970639174072,-0.5795372077311381,-0.2832984747187976,-1.6289161583282217,-1.0112746276563565,0.911367215353373,0.4001037353876776,1.3546204744242796,0.9493615367072769,-0.7865040391660848,0.5733109897141083,1.256340153855717,0.9061942577114614,-1.3535958066322973,-0.18610039138948528,-0.7489324538652037,-0.8936804277586172,0
2105,E02002164,-0.5921492536640351,-0.5795372077311381,-0.2832984747187976,-1.8648341015633665,-1.1988184000565865,1.1280392208639385,0.7626801689999112,1.5763873005856546,1.9924608943643316,-3.2017706513457203,-0.1258357781364221,1.2678201781212368,2.3035420549782883,-0.18852250559134595,0.4577344030998581,-0.6822935485988684,-1.2124334935940695,0
2106,E02002165,-0.09741745945377643,-0.5795372077311381,-0.2832984747187976,-1.139328561247094,-0.2344175865115032,1.4289201637580975,0.8086638231552898,0.9910977342661316,0.8018087312458647,-0.4680782937823599,0.36474805314938535,1.0872505994399138,0.07015590980931438,-0.6030812839786672,-0.041173757330468165,-0.5673180737060788,-0.7904758796974282,2
2107,E02002166,-0.09741745945377643,-0.5795372077311381,-0.2832984747187976,-1.1442648673136355,-1.3380395251810189,1.3252854830627048,-0.18143741664574303,1.2358838043350149,1.0879616435493042,0.12451459518158628,0.7035492354087451,0.5397439151517714,-0.5673069520727724,-1.3452877614620895,-0.21496749233974086,-0.7580936297427082,-0.2755429674986721,0
2108,E02002167,-0.3945963335364767,-0.5795372077311381,-0.2832984747187976,0.24679595549458505,0.4637499141429879,0.9139429045727754,0.029827963916718568,0.3760706473616862,-0.9106309024513516,-1.4306335898789584,-0.6293129925806391,-1.0348902950173804,-1.4614156894430759,-0.4891706766641797,-0.5784850031440301,-0.4386584557103157,0.8148949533152025,1
2109,E02002168,2.7492061629245343,1.7057637046951224,3.529799553194163,-1.673020775118525,-0.42149407280840895,1.4889550217035488,0.9445641506349828,1.184974533606484,1.0502382105228976,-0.6696803058146695,-0.13040205327711107,1.3856045345446275,1.138856024460217,-0.7352553804546327,-0.22031288723783932,-0.7393075424454447,-1.1264292645168463,2
2110,E02002169,0.3153117172273213,-0.5795372077311381,-0.2832984747187976,0.6466065491019573,0.11730485401202145,1.1244185318692743,0.2939336682952081,0.13545344743791593,-0.3597085020355668,-0.789248546504527,-0.34510022271855295,-0.4529445682177173,-2.0039698716801597,-0.28703501223523803,-0.17882616602466966,-0.4097904183046849,0.7736221684418138,1
2111,E02002170,-0.27137585426983285,-0.5795372077311381,-0.2832984747187976,-0.5571139425624749,-1.6471253552566252,1.4498633146887567,-0.7476411651280195,0.7137996408166672,0.7011205645542977,-0.2698016223844592,0.488517155812489,0.1809552384833971,0.12149814770785385,-2.3318343703002538,-0.6797844323506067,-0.6690057391380281,0.5080880442563871,0
